event_id,event_type,merchant_id,merchant_name,customer_id,customer_phone,customer_name,amount_paise,currency,created_at,mandate_id,cycle,original_failure_code,original_failure_desc,cart_id,cart_value_paise,time_since_abandonment_minutes,return_visit_signal,discount_eligible,ground_truth_recoverable,ground_truth_class
EVT_0127,failed_payment,merchant_003,EMI Card,cust_049,+918360049298,Customer 127,199900,INR,2026-08-30T14:37:02.555758+00:00,mandate_041,12,BAD_REQUEST,UPI txn failed due to 05 error at NPCI,,,,False,False,False,downtime
EVT_0128,failed_payment,merchant_005,Netflix India,cust_031,+919710815922,Customer 128,499900,INR,2026-08-30T14:37:02.555758+00:00,mandate_044,5,BAD_REQUEST,UPI txn failed due to 05 error at NPCI,,,,False,False,False,funds
EVT_0129,failed_payment,merchant_001,Netflix India,cust_057,+917714531298,Customer 129,19900,INR,2026-08-30T14:37:02.555758+00:00,mandate_045,5,BAD_REQUEST,Technical decline from acquiring bank,,,,False,False,False,funds
EVT_0130,failed_payment,merchant_001,Hotstar,cust_046,+918609930218,Customer 130,19900,INR,2026-08-30T14:37:02.555758+00:00,mandate_028,3,BAD_REQUEST,Customer bank not responding to debit request,,,,False,False,False,funds
EVT_0131,failed_payment,merchant_005,Spotify,cust_022,+917751917162,Customer 131,499900,INR,2026-08-30T14:37:02.555758+00:00,mandate_006,10,BAD_REQUEST,Technical decline from acquiring bank,,,,False,False,False,downtime
EVT_0132,failed_payment,merchant_004,EMI Card,cust_019,+917997241761,Customer 132,499900,INR,2026-08-30T14:37:02.555758+00:00,mandate_030,11,BAD_REQUEST,DEEMED_APPROVAL_FAILED at issuer end,,,,False,False,False,downtime
EVT_0133,failed_payment,merchant_001,GymFlex,cust_037,+919910316591,Customer 133,199900,INR,2026-08-30T14:37:02.555758+00:00,mandate_035,3,BAD_REQUEST,Customer bank not responding to debit request,,,,False,False,False,funds
EVT_0134,failed_payment,merchant_005,Hotstar,cust_082,+918822393017,Customer 134,199900,INR,2026-08-30T14:37:02.555758+00:00,mandate_045,5,BAD_REQUEST,Customer bank not responding to debit request,,,,False,False,False,downtime
EVT_0135,failed_payment,merchant_004,GymFlex,cust_014,+918018790736,Customer 135,99900,INR,2026-08-30T14:37:02.555758+00:00,mandate_025,10,BAD_REQUEST,DEEMED_APPROVAL_FAILED at issuer end,,,,False,False,False,downtime
EVT_0136,failed_payment,merchant_003,Netflix India,cust_085,+918699972733,Customer 136,499900,INR,2026-08-30T14:37:02.555758+00:00,mandate_018,1,BAD_REQUEST,Customer bank not responding to debit request,,,,False,False,False,limit
EVT_0137,failed_payment,merchant_004,Hotstar,cust_100,+917988350974,Customer 137,19900,INR,2026-08-30T14:37:02.555758+00:00,mandate_039,6,BAD_REQUEST,RBI mandate validation failed,,,,False,False,False,funds
EVT_0138,failed_payment,merchant_003,Spotify,cust_081,+917417315900,Customer 138,49900,INR,2026-08-30T14:37:02.555758+00:00,mandate_041,11,BAD_REQUEST,RBI mandate validation failed,,,,False,False,False,funds
EVT_0139,failed_payment,merchant_001,EMI Card,cust_047,+917564409423,Customer 139,99900,INR,2026-08-30T14:37:02.555758+00:00,mandate_006,5,BAD_REQUEST,Technical decline from acquiring bank,,,,False,False,False,downtime
EVT_0140,failed_payment,merchant_002,Spotify,cust_070,+918571346130,Customer 140,199900,INR,2026-08-30T14:37:02.555758+00:00,mandate_034,9,BAD_REQUEST,DEEMED_APPROVAL_FAILED at issuer end,,,,False,False,False,downtime
