event_id,event_type,merchant_id,merchant_name,customer_id,customer_phone,customer_name,amount_paise,currency,created_at,mandate_id,cycle,original_failure_code,original_failure_desc,cart_id,cart_value_paise,time_since_abandonment_minutes,return_visit_signal,discount_eligible,ground_truth_recoverable,ground_truth_class
EVT_0126,checkout_abandoned,merchant_004,Myntra,cust_068,+918962491159,Customer 126,299900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_126,299900,210,False,True,False,abandoned
EVT_0127,checkout_abandoned,merchant_002,Myntra,cust_061,+918138264176,Customer 127,149900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_127,149900,844,False,True,False,abandoned
EVT_0128,checkout_abandoned,merchant_003,Nykaa,cust_041,+919692081959,Customer 128,599900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_128,599900,1335,True,False,False,abandoned
EVT_0129,checkout_abandoned,merchant_001,Amazon,cust_081,+919939473765,Customer 129,599900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_129,599900,1113,True,False,False,abandoned
EVT_0130,checkout_abandoned,merchant_001,Myntra,cust_057,+917714531298,Customer 130,149900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_130,149900,190,False,False,False,abandoned
EVT_0131,checkout_abandoned,merchant_001,Flipkart,cust_046,+918609930218,Customer 131,99900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_131,99900,99,False,True,False,abandoned
EVT_0132,checkout_abandoned,merchant_002,Amazon,cust_023,+917339166473,Customer 132,149900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_132,149900,1092,False,False,False,abandoned
EVT_0133,checkout_abandoned,merchant_004,Amazon,cust_030,+918980623803,Customer 133,599900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_133,599900,1274,False,False,False,abandoned
EVT_0134,checkout_abandoned,merchant_004,Flipkart,cust_087,+919347621138,Customer 134,599900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_134,599900,527,False,True,False,abandoned
EVT_0135,checkout_abandoned,merchant_003,Nykaa,cust_089,+918074163698,Customer 135,599900,INR,2026-09-01T19:09:37.509076+00:00,,,,,cart_135,599900,712,False,True,False,abandoned
EVT_0136,failed_payment,merchant_004,GymFlex,cust_014,+918018790736,Customer 136,99900,INR,2026-09-01T19:09:37.509076+00:00,mandate_025,10,BAD_REQUEST,DEEMED_APPROVAL_FAILED at issuer end,,,,False,False,False,downtime
EVT_0137,failed_payment,merchant_003,Netflix India,cust_085,+918699972733,Customer 137,499900,INR,2026-09-01T19:09:37.509076+00:00,mandate_018,1,BAD_REQUEST,Customer bank not responding to debit request,,,,False,False,False,limit
EVT_0138,failed_payment,merchant_004,Hotstar,cust_100,+917988350974,Customer 138,19900,INR,2026-09-01T19:09:37.509076+00:00,mandate_039,6,BAD_REQUEST,RBI mandate validation failed,,,,False,False,False,funds
EVT_0139,failed_payment,merchant_003,Spotify,cust_081,+917417315900,Customer 139,49900,INR,2026-09-01T19:09:37.509076+00:00,mandate_041,11,BAD_REQUEST,RBI mandate validation failed,,,,False,False,False,funds
EVT_0140,failed_payment,merchant_001,EMI Card,cust_047,+917564409423,Customer 140,99900,INR,2026-09-01T19:09:37.510076+00:00,mandate_006,5,BAD_REQUEST,Technical decline from acquiring bank,,,,False,False,False,downtime
EVT_0141,failed_payment,merchant_002,Spotify,cust_070,+918571346130,Customer 141,199900,INR,2026-09-01T19:09:37.510076+00:00,mandate_034,9,BAD_REQUEST,DEEMED_APPROVAL_FAILED at issuer end,,,,False,False,False,downtime
EVT_0142,failed_payment,merchant_004,Hotstar,cust_096,+918454770940,Customer 142,49900,INR,2026-09-01T19:09:37.510076+00:00,mandate_008,8,BAD_REQUEST,Customer bank not responding to debit request,,,,False,False,False,funds
EVT_0143,failed_payment,merchant_004,EMI Card,cust_047,+917387847884,Customer 143,49900,INR,2026-09-01T19:09:37.510076+00:00,mandate_026,1,BAD_REQUEST,DEEMED_APPROVAL_FAILED at issuer end,,,,False,False,False,downtime
EVT_0144,failed_payment,merchant_004,Hotstar,cust_087,+919887681752,Customer 144,499900,INR,2026-09-01T19:09:37.510076+00:00,mandate_017,10,BAD_REQUEST,UPI txn failed due to 05 error at NPCI,,,,False,False,False,downtime
EVT_0145,failed_payment,merchant_002,GymFlex,cust_004,+919660933507,Customer 145,99900,INR,2026-09-01T19:09:37.510076+00:00,mandate_036,6,BAD_REQUEST,UPI txn failed due to 05 error at NPCI,,,,False,False,False,limit
EVT_0146,failed_payment,merchant_004,Hotstar,cust_084,+918753617371,Customer 146,49900,INR,2026-09-01T19:09:37.510076+00:00,mandate_008,3,BAD_REQUEST,UPI txn failed due to 05 error at NPCI,,,,False,False,False,funds
EVT_0147,failed_payment,merchant_004,Netflix India,cust_013,+918008458444,Customer 147,19900,INR,2026-09-01T19:09:37.510076+00:00,mandate_035,3,BAD_REQUEST,Customer bank not responding to debit request,,,,False,False,False,downtime
EVT_0148,failed_payment,merchant_005,GymFlex,cust_076,+917663670797,Customer 148,199900,INR,2026-09-01T19:09:37.510076+00:00,mandate_027,11,BAD_REQUEST,Customer bank not responding to debit request,,,,False,False,False,funds
EVT_0149,failed_payment,merchant_004,Hotstar,cust_005,+919964732879,Customer 149,199900,INR,2026-09-01T19:09:37.510076+00:00,mandate_024,4,BAD_REQUEST,RBI mandate validation failed,,,,False,False,False,downtime
EVT_0150,failed_payment,merchant_003,Netflix India,cust_088,+918577691630,Customer 150,199900,INR,2026-09-01T19:09:37.510076+00:00,mandate_035,11,BAD_REQUEST,DEEMED_APPROVAL_FAILED at issuer end,,,,False,False,False,downtime
